Date,TATASTEEL.NS,ZEEL.NS,YESBANK.NS,WIPRO.NS,PNB.NS,ULTRACEMCO.NS,TECHM.NS,TCS.NS,ONGC.NS,SAIL.NS,Portfolio Value
2017-10-24,6853.00,5259.50,3476.00,2968.00,1382.00,42271.00,4548.00,25784.00,1760.00,616.00,94917.5
2017-10-25,6836.80,5321.50,3269.00,2989.00,2020.50,44602.50,4681.00,25599.00,1768.50,670.00,97757.8
2017-10-26,6947.40,5315.00,3312.00,3023.00,2136.00,44839.00,4772.50,25388.50,1773.50,769.50,98276.4
2017-10-27,6924.50,5415.00,3070.50,2969.50,1966.50,44398.50,4764.00,25843.00,1840.00,799.50,97991.0
2017-10-30,6843.00,5490.00,3148.50,2932.50,2039.50,44722.50,4855.50,26162.00,1866.00,798.50,98858.0
2017-10-31,6705.40,5419.00,3142.50,2940.50,1971.50,44010.50,4820.50,26240.00,1911.00,780.00,97940.9
2017-11-01,6738.70,5358.00,3188.00,2935.50,1989.00,44263.00,4885.00,26028.50,1910.00,813.50,98109.2
2017-11-02,6727.30,5292.50,3204.50,2932.50,1974.50,43991.50,4679.50,26261.50,1880.00,798.00,97741.8
2017-11-03,6754.00,5389.50,3259.50,2945.50,2078.00,43751.00,4634.50,26201.00,1918.50,869.00,97800.5
2017-11-06,6733.90,5306.00,3196.50,2998.50,2012.00,44277.50,4604.50,26655.50,1992.50,840.50,98617.4
2017-11-07,6604.40,5380.50,3117.00,3022.50,1908.00,43734.50,4705.00,27100.50,1938.00,788.50,98298.9
2017-11-08,6603.90,5405.50,3038.00,3024.00,1890.50,43706.00,4899.00,27350.00,1925.50,768.50,98610.9
2017-11-09,6701.60,5381.50,3046.50,3025.00,1923.00,43633.50,4902.50,27364.00,1896.00,783.50,98657.1
2017-11-10,6690.60,5427.50,3040.50,3026.50,1901.00,44508.50,4910.00,27087.50,1911.00,812.00,99315.1
2017-11-13,6583.90,5424.00,3037.50,2986.00,1876.50,43486.50,4901.00,27589.50,1842.00,788.00,98514.9
2017-11-14,6531.00,5421.50,3025.50,2985.00,1840.50,43614.00,4879.00,27146.00,1820.00,798.00,98060.5
2017-11-15,6457.20,5402.00,3009.50,2965.00,1807.00,43067.00,4965.50,27053.00,1775.50,758.00,97259.7
